Variable Name/Key,Figma Preview URL,🟡 DC English Current,⚪ SOURCE English,🟡 DC Español Current,⚪ SOURCE Español,🟡 DC Amharic Current,Suggested Machine Translation,Status,Amharic Status,Environment,Notes
S1 - Result - Apply for SEBT - Accordion Body 1,,You should apply if your student attends a school that participates in the National School Lunch Program (NSLP) or School Breakfast Program (SBP).,You should apply if your child attends a school that participates in the National School Lunch Program (NSLP) or School Breakfast Program (SBP).,"Si tu estudiante va a una escuela que participa en el Programa Nacional de Almuerzos Escolares (NSLP) o el Progama de Desayunos Escolares (SBP), deberías aplicar.","Si tu niño/a va a una escuela que participa en el Programa Nacional de Almuerzos Escolares (NSLP) o el Progama de Desayunos Escolares (SBP), deberías aplicar.",ተማሪዎ በብሔራዊ የትምህርት ቤት ምሳ ፕሮግራም (NSLP) ወይም በትምህርት ቤት የቁርስ ፕሮግራም (SBP) ውስጥ የሚሳተፍ ትምህርት ቤት የሚማር ከሆነ ማመልከት አለብዎት።,ተማሪዎ በብሔራዊ የትምህርት ቤት ምሳ ፕሮግራም (NSLP) ወይም በትምህርት ቤት የቁርስ ፕሮግራም (SBP) ውስጥ የሚሳተፍ ትምህርት ቤት የሚማር ከሆነ ማመልከት አለብዎት።,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Accordion Body 2,,Tap here to fill out an application.,Tap here to fill out an application,Toca tu pantalla aquí para llenar una solicitud,Toca tu pantalla aquí para llenar una solicitud,ማመልከቻ ለመሙላት እዚህ ላይ መታ ያድርጉ።,አንድ ማመልከቻ ለመሙላት እዚህ ላይ መታ ያድርጉ።,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Accordion Body 3,,You may also use the dropdown below to check how much money your household can make in a year to be eligible.,You may also use the dropdown below to check how much money your household can make in a year to be eligible.,Puedes usar este menú para ver cuánto dinero puede ganar tu familia en un año para calificar,Puedes usar este menú para ver cuánto dinero puede ganar tu familia en un año para calificar.,እንዲሁም ቤተሰብዎ ብቁ ለመሆን በአንድ ዓመት ውስጥ ምን ያህል ገንዘብ ማግኘት እንደሚችል ለማጣራት ከታች ያለውን ተቆልቋይ ዝርዝር መጠቀም ይችላሉ።,እንዲሁም ቤተሰብዎ ብቁ ለመሆን በአንድ ዓመት ውስጥ ምን ያህል ገንዘብ ማግኘት እንደሚችል ለመፈተሽ ከታች ያለውን ተቆልቋይ ዝርዝር መጠቀም ይችላሉ።,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Accordion Label Select Number People,,Select the number of people in your household,Select the number of people in your household,Selecciona el número de personas que viven en tu hogar,Selecciona el número de personas que viven en tu hogar,በቤተሰብዎ ውስጥ ያሉትን የሰዎች ብዛት ይምረጡ,በቤተሰብዎ ውስጥ ያሉትን የሰዎች ብዛት ይምረጡ,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Accordion Body Alert Income,,"If your household's total gross income is less than [$28,953] every year, you are likely to be eligible. Gross income is the amount before any deductions, taxes, or expenses are taken out.","If your household's total gross income is less than [$28,953] every year, you are likely to be eligible. Gross income is the amount before any deductions, taxes, or expenses are taken out.","Si el ingreso total de tu hogar es menos de $28,953 cada año, es probable que califiques. El ingreso total es la cantidad antes de que se hagan deducciones, impuestos o gastos.","Si el ingreso total de tu hogar es menos de $28,953 cada año, es probable que califiques. El ingreso total es la cantidad antes de que se hagan deducciones, impuestos o gastos.","የቤተሰብዎ ጠቅላላ ገቢ በየዓመቱ ከ[$28,953] ያነሰ ከሆነ፣ ብቁ የመሆን ዕድልዎ ከፍተኛ ነው። ጠቅላላ ገቢ ማለት ማንኛውም ቅናሽ፣ ግብር ወይም ወጪ ከመቆረጡ በፊት ያለው መጠን ነው።","የቤተሰብዎ ጠቅላላ ገቢ በየዓመቱ ከ[$28,953] ያነሰ ከሆነ፣ ብቁ የመሆን ዕድሉ ከፍተኛ ነው። ጠቅላላ ገቢ ማለት ማንኛውም ቅናሽ፣ ግብር ወይም ወጪ ከመቆረጡ በፊት ያለው መጠን ነው።",Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Card 1 Title,,"To receive benefits for this summer, you must apply by August 25","To receive benefits for this summer, you must apply by August 25",Para recibir beneficios para este verano debes aplicar antes del 25 de agosto,Para recibir beneficios para este verano debes presentar tu solicitud antes del 25 de agosto,ለዚህ በጋ ጥቅማ ጥቅሞችን ለማግኘት፣ እስከ ኦገስት 25 ድረስ ማመልከት አለብዎት,ለዚህ ክረምት ጥቅማ ጥቅሞችን ለማግኘት፣ እስከ ኦገስት 25 ድረስ ማመልከት አለብዎት,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Card 1 Body,,"The sooner you apply, the sooner your application will be reviewed. Applying for DC SUN Bucks usually takes 15 minutes or less.","The sooner you apply, the sooner your application will be reviewed. Applying for Summer EBT usually takes 10 minutes or less.","Mientras más pronto envíes tu aplicación, más pronto la vamos a revisar. Entregar la solicitud de DC SUN Bucks normalmente toma 15 minutos o menos.","Mientras más pronto envíes tu solicitud, más pronto la vamos a revisar. Solicitar Summer EBT normalmente toma 15 minutos o menos.",በቶሎ ባመለከቱ ቁጥር፣ ማመልከቻዎ በቶሎ ይገመገማል። ለDC SUN Bucks ማመልከት አብዛኛውን ጊዜ 15 ደቂቃ ወይም ከዚያ ያነሰ ጊዜ ይወስዳል።,በቶሎ ባመለከቱ ቁጥር ማመልከቻዎ በቶሎ ይገመገማል። ለዲሲ ሰኔ ቡክስ ማመልከት ብዙውን ጊዜ 15 ደቂቃ ወይም ከዚያ ያነሰ ጊዜ ይወስዳል።,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Card 1 Action,,!N/A!,Apply for Summer EBT,!N/A!,Aplicar para Summer EBT,!N/A!,,!N/A!,,!N/A!,
S1 - Result - Apply for SEBT - Library Applications,,Copies of the paper application are also available year-round at DC public libraries.,Copies of the paper application are also available year-round at DC public libraries.,También hay copias de la solicitud disponibles en las bibliotecas públicas de DC.,También hay copias de la aplicación disponibles en las bibliotecas públicas de DC.,የወረቀት ማመልከቻ ቅጂዎች ዓመቱን ሙሉ በዲሲ የህዝብ ቤተ-መጻሕፍትም ይገኛሉ።,የወረቀት ማመልከቻ ቅጂዎች ዓመቱን ሙሉ በዲሲ የህዝብ ቤተ-መጻሕፍትም ይገኛሉ።,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Notify Success ,,!N/A!,Your email address has been submitted. We’ll notify you when the online application is available.,!N/A!,Tu correo electrónico ha sido enviado. Te avisaremos cuando la aplicación en línea esté disponible.,!N/A!,,!N/A!,,!N/A!,
S1 - Result - Apply for SEBT - Card 2 Title,,Do you have other students in your household?,Do you have other children in your household?,¿Tienes otros estudiantes en tu hogar?,¿Tiene otros niños en tu hogar?,በቤተሰብዎ ውስጥ ሌሎች ተማሪዎች አሉዎት?,በቤተሰብዎ ውስጥ ሌሎች ተማሪዎች አሉዎት?,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Card 2 Body,,"To check if you need to submit a DC SUN Bucks application for any other students in your household, please provide their information by clicking on the button below.","To check if you need to submit a Summer EBT application for any other school-age children in your household, please provide their information by clicking on the button below.","Para verificar si necesitas aplicar para DC SUN Bucks para algún otro estudiante en tu hogar, proporciona tu información haciendo clic en el botón a continuación.","Para verificar si necesitas entregar una aplicación para Summer EBT para algún otro niño/a en tu hogar que está en edad escolar, proporciona tu información haciendo clic en el botón a continuación.",በቤተሰብዎ ውስጥ ላሉ ሌሎች ተማሪዎች የDC SUN Bucks ማመልከቻ ማስገባት እንዳለብዎት ለማረጋገጥ፣ እባክዎን ከታች ያለውን አዝራር ጠቅ በማድረግ መረጃቸውን ያቅርቡ።,በቤተሰብዎ ውስጥ ላሉ ሌሎች ተማሪዎች የዲሲ ሰኔ ቡክስ ማመልከቻ ማስገባት ካለብዎት ለማረጋገጥ፣ እባክዎን ከታች ያለውን አዝራር ጠቅ በማድረግ መረጃቸውን ያቅርቡ።,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Card 2 Action,,Check another student,Check another child,Revisar otro estudiante,Revisar otro(a) niño/a,ሌላ ተማሪን ያረጋግጡ,ሌላ ተማሪን ያረጋግጡ,Ready to Publish,,"Figma, Code",
S1 - Result - Apply for SEBT - Notify Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=9701-50008&t=8l7C0qBZTmPYNmbj-4,Online applications open June 8 — sign up to be notified when you can apply:,Online applications open June 8 — sign up to be notified when you can apply:,Las solicitudes en línea se abrirán el 8 de junio — regístrate para recibir una notificación cuando puedas aplicar:,Las aplicaciones en línea se abrirán el 8 de junio — regístrate para recibir una notificación cuando puedas aplicar:,የመስመር ላይ ማመልከቻዎች ጁን(June) 8 ይከፈታሉ - ማመልከት የሚችሉበትን ጊዜ በተመለከተ ማሳወቂያ እንዲደርስዎት ይመዝገቡ፦,የመስመር ላይ ማመልከቻዎች ሰኔ 8 ይከፈታሉ - ማመልከት ሲችሉ ለማሳወቅ ይመዝገቡ፡,Ready to Publish,,"Figma, Code",This variant of the screen includes a sign-up link to be notified of the application opening up.
S1 - Result - Apply for SEBT - Notify Label Email,,!N/A!,Enter your email address,!N/A!,Ingresa tu correo electrónico,!N/A!,,!N/A!,,!N/A!,
S1 - Result - Enrollment Closed Body,,!N/A!,Enrollment in Summer EBT for 2026 is now closed.,!N/A!,La inscripción en Summer EBT para 2026 ya está cerrada.,!N/A!,,Draft (DC-701),,!N/A!,Row not in the sheet; !N/A! keeps the key out of DC locales (checker closed-season element is CO-only)
S1 - Result - Apply 2027 Action,,!N/A!,Tap here to submit an application if you want your child to be considered for benefits for summer 2027.,!N/A!,Toca aquí para enviar una solicitud si quieres que tu niño/a sea considerado para los beneficios del verano 2027.,!N/A!,,Draft (DC-701),,!N/A!,Row not in the sheet; !N/A! keeps the key out of DC locales (checker closed-season element is CO-only)
S1 - Result - Apply 2027 Note,,!N/A!,***After you submit you will hear back about your application in summer 2027.***,!N/A!,***Después de enviarla recibirás una respuesta sobre tu solicitud en el verano de 2027.***,!N/A!,,Draft (DC-701),,!N/A!,Row not in the sheet; !N/A! keeps the key out of DC locales (checker closed-season element is CO-only)
S1 - Result - Apply 2027 Step Title,,!N/A!,Submit a 2027 Summer EBT application for children who aren't enrolled.,!N/A!,Envía una solicitud de Summer EBT 2027 para los niños que no están inscritos.,!N/A!,,Draft (DC-701),,!N/A!,Row not in the sheet; !N/A! keeps the key out of DC locales (checker closed-season element is CO-only)
S1 - Result - Apply 2027 Step Note,,!N/A!,**You will not hear back about your application until summer 2027.**,!N/A!,**No recibirás una respuesta sobre tu solicitud hasta el verano de 2027.**,!N/A!,,Draft (DC-701),,!N/A!,Row not in the sheet; !N/A! keeps the key out of DC locales (checker closed-season element is CO-only)
S1 - Result - Not Enrolled Inline Title,,!N/A!,The following children **were NOT enrolled** in Summer EBT for 2026,!N/A!,Los siguientes niños **NO fueron inscritos** en Summer EBT para 2026,!N/A!,,Draft (DC-701),,!N/A!,Row not in the sheet; !N/A! keeps the key out of DC locales (checker closed-season element is CO-only)
S1 - Result - Streamlined Enrolled - Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=6034-18400&t=8l7C0qBZTmPYNmbj-4,"Looks like your student is eligible, and you DO NOT need to submit an application for them","Looks like your child is eligible, and you DO NOT need to submit an application for this child",Parece que tu estudiante es elegible y NO es necesario que aplique.,Parece que tu hijo(a) califica y NO es necesario que aplique.,ተማሪዎ ብቁ የሆነ ይመስላል፣ እና ለእነሱ ማመልከቻ ማስገባት አያስፈልግዎትም,ተማሪዎ ብቁ የሆነ ይመስላል፣ እና ለእነሱ ማመልከቻ ማስገባት አያስፈልግዎትም,Ready to Publish,,"Figma, Code",
S1 - Result - Streamlined Enrolled - Body,,"Based on our records, we already have all the information we need to determine your student's DC Sun Bucks eligibility for 2026.

2026 Sun Bucks benefits were issued beginning in June 2026 and expire 122 days after issuance.","Based on our records, we already have all the information we need to determine your child's Summer EBT eligibility for 2026.

2026 Summer EBT benefits were issued beginning in June 2026 and expire 122 days after issuance.","Según nuestros registros ya tenemos toda la información que necesitamos para determinar la elegibilidad de DC SUN Bucks de tu estudiante para 2026.

Los beneficios de DC SUN Bucks 2026 se emitieron a partir de junio de 2026 y vencen 122 días después de su emisión.","Según nuestros registros, ya tenemos toda la información que necesitamos para determinar la elegibilidad de Summer EBT de tu niño/a para 2026.

Los beneficios de Summer EBT 2026 se emitieron a partir de junio de 2026 y vencen 122 días después de su emisión.","በመዝገቦቻችን ላይ በመመስረት፣ የተማሪዎን የ2026 የDC SUN Bucks ብቁነት ለመወሰን የሚያስፈልጉንን መረጃዎች ሁሉ አስቀድመን አግኝተናል።

የ2026 የSUN Bucks ጥቅማ ጥቅሞች የተሰጡት ከጁን 2026 ጀምሮ ሲሆን ከተሰጠ በኋላ ከ122 ቀናት በኋላ ያበቃል።","በመረጃዎቻችን መሰረት፣ የተማሪዎን የዲሲ ሰን ቡክስ ለ2026 ብቁ መሆኑን ለመወሰን የሚያስፈልገንን ሁሉንም መረጃ አስቀድመን አግኝተናል።

የ2026 ሰን ቡክስ ጥቅማ ጥቅሞች የተሰጡት ከሰኔ 2026 ጀምሮ ሲሆን ከተሰጠ በኋላ ከ122 ቀናት በኋላ ያበቃል።",Ready to Publish,,"Figma, Code",
